 time, distance, cadence, velocity_smooth, altitude, grade_smooth
 3804,  42524.3,      98,           13.78,    180.2,         -0.3
 3805,    42539,      60,            14.4,      180,         -0.3
 3806,  42553.8,      91,           14.58,      180,         -0.3
 3807,  42568.5,      92,            14.7,      180,         -0.3
 3808,  42583.2,      91,           14.72,      180,         -0.3
 3809,  42598.3,      92,            14.8,    179.8,         -0.6
 3810,  42613.6,      94,           14.92,    179.8,         -0.6
 3811,  42630.1,      96,           15.26,    179.6,         -0.6
 3812,  42646.8,      97,           15.66,    179.6,         -0.6
 3813,  42660.4,      98,           15.44,    179.4,         -0.3
 3814,  42676.2,      97,           15.58,    179.4,         -0.3
 3815,  42692.2,      75,           15.72,    179.4,          0.3
 3816,    42708,      35,           15.58,    179.4,          0.3
 3817,  42723.6,      94,           15.36,    179.6,          0.7
 3818,  42738.7,      88,           15.66,    179.6,          1.3
